production_companies,id,profit
Industrial Light & Magic (ILM),10196,168502923.0
"Kennedy/Marshall Company, The",10196,168502923.0
Nickelodeon Movies,10196,168502923.0
Paramount Pictures,10196,168502923.0
Columbia Pictures,27581,70432927.0
Gary Sanchez Productions,27581,70432927.0
Alliance Films,49018,95509150.0
Haunted Movies,49018,95509150.0
IM Global,49018,95509150.0
Stage 6 Films,49018,95509150.0
Summit Entertainment,41233,129291809.0
Touchstone Pictures,41233,129291809.0
Aegis Film Fund,45269,399211549.0
Bedlam Productions,45269,399211549.0
See-Saw Films,45269,399211549.0
The Weinstein Company,45269,399211549.0
UK Film Council,45269,399211549.0
Bedford Falls Productions,43347,72820008.0
Dune Entertainment,43347,72820008.0
Fox 2000 Pictures,43347,72820008.0
Regency Enterprises,43347,72820008.0
Stuber Productions,43347,72820008.0
Exclusive Films,49009,-9651751.0
Imagenation Abu Dhabi FZ,49009,-9651751.0
Monolith Films,49009,-9651751.0
On the Road,49009,-9651751.0
Polish Film Institute,49009,-9651751.0
Dentsu,31867,-13590109.0
Relativity Media,31867,-13590109.0
Stuber Productions,31867,-13590109.0
Universal Pictures,31867,-13590109.0
Gaumont,23830,644937.0
Nick Wechsler Productions,23830,644937.0
Star Entertainment,23830,644937.0
Dune Entertainment,37834,144930431.0
Pink Machine,37834,144930431.0
Regency Enterprises,37834,144930431.0
Tree Line Films,37834,144930431.0
Twentieth Century Fox Film Corporation,37834,144930431.0
Columbia Pictures,38167,144594016.0
Plan B Entertainment,38167,144594016.0
Red Om Films,38167,144594016.0
Chrysler Corporation,46705,11355734.0
Hunting Lane Films,46705,11355734.0
Incentive Filmed Entertainment,46705,11355734.0
Shade Pictures,46705,11355734.0
Silverwood Films,46705,11355734.0
Columbia Pictures,27573,96000000.0
Madhouse Entertainment,27573,96000000.0
Original Film,27573,96000000.0
Relativity Media,27573,96000000.0
BenderSpink,25195,10922472.0
Birnbaum/Barber,25195,10922472.0
Octagon Films,25195,10922472.0
Spyglass Entertainment,25195,10922472.0
Universal Pictures,25195,10922472.0
Dentsu,22972,-5117111.0
Relativity Media,22972,-5117111.0
StudioCanal,22972,-5117111.0
Universal Pictures,22972,-5117111.0
Working Title Films,22972,-5117111.0
Davis Entertainment,38745,125382724.0
Dune Entertainment,38745,125382724.0
Dune Entertainment III,38745,125382724.0
Twentieth Century Fox Film Corporation,38745,125382724.0
CBS Films,34806,42477008.0
Escape Artists,34806,42477008.0
Marc Platt Productions,37950,4190704.0
Relativity Media,37950,4190704.0
Universal Pictures,37950,4190704.0
Bona Fide Productions,41210,30830607.0
Echo Films,41210,30830607.0
Mandate Pictures,41210,30830607.0
Linson Entertainment,27586,-7004189.0
River Road Entertainment,27586,-7004189.0
Road Rebel,27586,-7004189.0
Karz Entertainment,32856,164485654.0
New Line Cinema,32856,164485654.0
Rice Films,32856,164485654.0
FilmDistrict,46261,11993168.0
Gran Via Productions,46261,11993168.0
Miramax Films,46261,11993168.0
Necropia,46261,11993168.0
Tequila Gang,46261,11993168.0
Lionsgate,41439,116150434.0
Serendipity Productions,41439,116150434.0
Twisted Pictures,41439,116150434.0
China Film Group,38575,317852395.0
Columbia Pictures,38575,317852395.0
Jerry Weintraub Productions,38575,317852395.0
Overbrook Entertainment,38575,317852395.0
Green Hat Films,41733,146780824.0
Legendary Pictures,41733,146780824.0
Warner Bros.,41733,146780824.0
Cinema Four,44147,-4546957.0
CinemaNX,44147,-4546957.0
Isle of Man Film,44147,-4546957.0
Magic Light Pictures,44147,-4546957.0
Matador Pictures,44147,-4546957.0
ApipoulaÃ¯,26389,615806.0
Canal+,26389,615806.0
Grive Productions,26389,615806.0
M6 Films,26389,615806.0
TPS Star,26389,615806.0
France 2 CinÃ©ma,11439,15222298.0
R.P. Productions,11439,15222298.0
Runteam Ltd.,11439,15222298.0
Studio Babelsberg,11439,15222298.0
Focus Features,43923,-1508760.0
FidÃ©litÃ© Films,43539,21148651.0
Hwy61,43539,21148651.0
Lionsgate,43539,21148651.0
New Line Cinema,23437,80664037.0
Platinum Dunes,23437,80664037.0
DC Comics,34813,-1420000.0
DC Entertainment,34813,-1420000.0
Dark Castle Entertainment,34813,-1420000.0
Warner Bros.,34813,-1420000.0
Weed Road Pictures,34813,-1420000.0
Paramount Pictures,45317,-15809131.0
Apatow Productions,32823,50029656.0
Relativity Media,32823,50029656.0
Spyglass Entertainment,32823,50029656.0
Universal Pictures,32823,50029656.0
Warner Bros.,20533,-36461000.0
20th Century Fox,40264,60547866.0
Regency Enterprises,40264,60547866.0
Sony Pictures Classics,44639,5871522.0
Sony Pictures Home Entertainment,44639,5871522.0
Aversano Films,37821,23159963.0
Katalyst Films,37821,23159963.0
Lionsgate,37821,23159963.0
Bold Films,22894,41918658.0
HBO Films,37786,188347692.0
Home Box Office (HBO),37786,188347692.0
New Line Cinema,37786,188347692.0
Village Roadshow Pictures,37786,188347692.0
Frontier Pictures,38303,12005248.0
Oops Doughnuts Productions,38303,12005248.0
Touchstone Pictures,38303,12005248.0
Relativity Media,35019,58246388.0
Studio Canal,35019,58246388.0
Three Strange Angels,35019,58246388.0
Universal Pictures,35019,58246388.0
Working Title Films,35019,58246388.0
Metro-Goldwyn-Mayer (MGM),23048,28572262.0
New Crime Productions,23048,28572262.0
United Artists,23048,28572262.0
EFTI,41402,4145613.0
Exclusive Media Group,41402,4145613.0
Hammer Film Productions,41402,4145613.0
Overture Films,41402,4145613.0
Castle Rock Entertainment,43949,-12244788.0
Animal Logic,41216,60073390.0
Cruel and Unusual Films,41216,60073390.0
Village Roadshow Pictures,41216,60073390.0
Warner Bros.,41216,60073390.0
Rainforest Films,22907,37055695.0
Bedford Falls Productions,42297,34519773.0
Battle Mountain Films,44129,-10117423.0
Spring Creek Productions,44129,-10117423.0
New Line Cinema,38073,10045846.0
Offspring Entertainment,38073,10045846.0
CBS Films,41283,-918274.0
Castle Rock Entertainment,41283,-918274.0
State Street Pictures,41283,-918274.0
TriStar Pictures,41283,-918274.0
Blumhouse Productions,41436,174512032.0
Paramount Pictures,41436,174512032.0
Solana Films,41436,174512032.0
DNA Films,42188,-5544768.0
Film4,42188,-5544768.0
Fox Searchlight Pictures,42188,-5544768.0
Focus Features,27579,45464324.0
Greenlit Rights,27579,45464324.0
Smokehouse Pictures,27579,45464324.0
This Is That Productions,27579,45464324.0
Twins Financing,27579,45464324.0
Warner Bros.,23742,25583804.0
Vertigo Entertainment,43933,3742978.0
Gold Circle Films,38408,67610124.0
Josephson Entertainment,38408,67610124.0
Village Roadshow Pictures Asia,38408,67610124.0
Canal+,23759,-5185211.0
Celador Films,23759,-5185211.0
PathÃ© Pictures International,23759,-5185211.0
UK Film Council,23759,-5185211.0
Warner Bros.,23759,-5185211.0
Olympus Pictures,55347,2132926.0
IM Global,41505,-21148483.0
Maraci/Edelstein Films,41505,-21148483.0
NALA Films,41505,-21148483.0
Shelter Productions,41505,-21148483.0
Mimran Schur Pictures,44113,-12520282.0
Stone Productions,44113,-12520282.0
Color Force,33217,60700498.0
Anchor Bay Films,43947,-1427191.0
Cinetel Films,43947,-1427191.0
Family of the Year Productions,43947,-1427191.0
Atmosphere Entertainment MM,43593,59188165.0
Chako Film Company,43593,59188165.0
Dimension Films,43593,59188165.0
Intellectual Properties Worldwide,43593,59188165.0
The Weinstein Company,43593,59188165.0
Bad Robot,38357,18785180.0
Goldcrest Pictures,38357,18785180.0
Innocence Productions,45094,-5767020.0
Oceana Media Finance,45094,-5767020.0
Omega Entertainment,45094,-5767020.0
Pantheon Entertainment Corporation,45094,-5767020.0
Prescience,45094,-5767020.0
HCC Media Group,49852,-73821041.0
Nutcracker Holdings,49852,-73821041.0
Russian Roulette Ltd.,49852,-73821041.0
Vnesheconombank,49852,-73821041.0
Arcade Pictures,38358,65938090.0
Strike Entertainment,38358,65938090.0
StudioCanal,38358,65938090.0
Dune Entertainment,23023,64462508.0
Dune Entertainment III,23023,64462508.0
Mayhem Pictures,23023,64462508.0
Twentieth Century Fox,23023,64462508.0
Walden Media,23023,64462508.0
Participant Media,38363,2188922.0
River Road Entertainment,38363,2188922.0
A Bigger Boat,45657,-9501026.0
Echo Lake Entertainment,45657,-9501026.0
FilmNation Entertainment,45657,-9501026.0
North by Northwest Entertainment,45657,-9501026.0
Premiere Picture,45657,-9501026.0
Dark Trick Films,26388,17164830.0
Studio 37,26388,17164830.0
The Safran Company,26388,17164830.0
Versus Entertainment,26388,17164830.0
DreamWorks SKG,38778,17387857.0
Everyman Pictures,38778,17387857.0
Paramount Pictures,38778,17387857.0
Reliance BIG Entertainment,38778,17387857.0
Spyglass Entertainment,38778,17387857.0
10th Hole Productions,39781,30705850.0
Focus Features,39781,30705850.0
Gilbert Films,39781,30705850.0
Mandalay Vision,39781,30705850.0
Saint Aire Production,39781,30705850.0
Hydraulx,42684,56821036.0
Rat Entertainment,42684,56821036.0
Relativity Media,42684,56821036.0
Rogue Pictures,42684,56821036.0
Transmission Pictures,42684,56821036.0
Marv Films,48289,25636368.0
Miramax Films,48289,25636368.0
Pioneer Pictures,48289,25636368.0
Anonymous Content,39013,11831503.0
Winter's Bone Productions,39013,11831503.0
Immortal Thoughts,27004,-6953512.0
Three Good Men,27004,-6953512.0
Village Roadshow Pictures,39691,27483764.0
Relativity Media,37931,-3890000.0
Columbia Pictures,42888,-71331093.0
Gracie Films,42888,-71331093.0
Road Rebel,42888,-71331093.0
Arte France,45649,-401983.0
Arte France CinÃ©ma,45649,-401983.0
Backup Films,45649,-401983.0
Canal+,45649,-401983.0
Elle Driver,45649,-401983.0
Relativity Media,23172,17236543.0
Robert Simonds Productions,23172,17236543.0
Spy Next Door,23172,17236543.0
DreamWorks SKG,34016,29779728.0
Mosaic,34016,29779728.0
Company Films,53172,-11795060.0
Moving Pictures Film and Television,53172,-11795060.0
GK Films,48838,-20355892.0
Henceforth,48838,-20355892.0
London Boulevard,48838,-20355892.0
Projection Pictures,48838,-20355892.0
Amblin Entertainment,44603,55197635.0
"Kennedy/Marshall Company, The",44603,55197635.0
Malpaso Productions,44603,55197635.0
Warner Bros.,44603,55197635.0
Relativity Media,43931,-5170043.0
Rogue,43931,-5170043.0
Light Song Films,42194,-29033000.0
Namco,42194,-29033000.0
American Film Company,60309,-9521200.0
Wildwood Enterprises,60309,-9521200.0
Parabolic Pictures,34803,28050886.0
Screen Gems,34803,28050886.0
CatchPlay,44835,-6617054.0
Corner Store Entertainment,44835,-6617054.0
DRO Entertainment,44835,-6617054.0
Filmula,44835,-6617054.0
The Last Picture Company,44835,-6617054.0
Porchlight Films,44629,-4000000.0
Twentieth Century Fox Film Corporation,38579,33761844.0
Dune Entertainment,33909,64748021.0
Dune Entertainment III,33909,64748021.0
Edward R. Pressman Film,33909,64748021.0
Twentieth Century Fox Film Corporation,33909,64748021.0
Arte France,43434,-17128721.0
Canal+,43434,-17128721.0
Egoli Tossell Film AG,43434,-17128721.0
Films en Stock,43434,-17128721.0
Film4,44009,10124262.0
Thin Man Films,44009,10124262.0
Birdsong Pictures,45658,-2385227.0
IM Global,45658,-2385227.0
Imagenation Abu Dhabi FZ,29427,34956140.0
Overture Films,29427,34956140.0
Participant Media,29427,34956140.0
Penn Station Entertainment,29427,34956140.0
Olympus Pictures,27585,129058.0
Crest Animation Productions,12819,19300000.0
Lions Gate Family Entertainment,12819,19300000.0
Relativity Media,12819,19300000.0
De Line Pictures,41515,121584141.0
Picnic Basket,41515,121584141.0
Rhythm and Hues,41515,121584141.0
Sunswept Entertainment,41515,121584141.0
Warner Bros. Animation,41515,121584141.0
BBC Films,41592,12370930.0
Little Gaddesden Productions,41592,12370930.0
Vertigo Films,41592,12370930.0
Ambush Entertainment,45132,-2175862.0
Crimson Bolt,45132,-2175862.0
This Is That Productions,45132,-2175862.0
Miramax Films,44638,-19653406.0
Touchstone Pictures,44638,-19653406.0
Maguire Entertainment,45272,5529194.0
Screen Gems,45272,5529194.0
Sony Pictures Home Entertainment,45272,5529194.0
Ambience Entertainment,43930,-10495064.0
Omnilab Media,43930,-10495064.0
CBS Films,27569,-15865707.0
Double Feature Films,27569,-15865707.0
Media Rights Capital,44040,23583175.0
Night Chronicles,44040,23583175.0
Relativity Media,44040,23583175.0
Universal Pictures,44040,23583175.0
Dune Entertainment,34563,7409028.0
Fox Searchlight Pictures,34563,7409028.0
Pointe Studios,34563,7409028.0
Sneak Preview Entertainment,34563,7409028.0
Microsoft,31261,900000.0
Serendipity Point Films,46829,-21545699.0
BBC Films,12201,-5098661.0
GK Films,12201,-5098661.0
Icon Productions,12201,-5098661.0
Warner Bros.,12201,-5098661.0
Atlantic Swiss Productions,44877,-3436033.0
Retro-juice Productions,44877,-3436033.0
Unstoppable Entertainment,44877,-3436033.0
Veneration Music,44877,-3436033.0
iDeal Partners Film Fund,70695,-3944875.0
Hit the Ground Running Films,42296,3015943.0
Furry Vengeance Productions,35169,4340177.0
Imagenation Abu Dhabi FZ,35169,4340177.0
Participant Media,35169,4340177.0
Robert Simonds Productions,35169,4340177.0
Summit Entertainment,35169,4340177.0
An Olive Branch Productions,45324,-11416317.0
Hannibal Pictures,45324,-11416317.0
Rollercoaster Entertainment,45324,-11416317.0
Trigger Street Productions,45324,-11416317.0
Vortex Words Pictures,45324,-11416317.0
ArieScope Pictures,43919,-2447396.0
Dark Sky Films,43919,-2447396.0
Hyde Park Films,43935,-15365938.0
Long Distance Films,43935,-15365938.0
platinum studios,43935,-15365938.0
RabbitBandini Productions,38568,587000.0
Werc Werk Works,38568,587000.0
Chad Troutwine Films,43942,-2896265.0
Green Film Company,43942,-2896265.0
Human Worldwide,43942,-2896265.0
Loki Films,43942,-2896265.0
HighRoad Entertainment,56601,-8621007.0
Kenio Films,56601,-8621007.0
Lone Runner Entertainment,56601,-8621007.0
"Perfect Game, The",56601,-8621007.0
Prelude Pictures,56601,-8621007.0
Belladonna Productions,52015,-616755.0
Glass Eye Pix,52015,-616755.0
Off Hollywood Pictures,52015,-616755.0
Boram Entertainment Inc.,46528,-413912431.0
Aegis Film Fund,50204,-5650813.0
Ealing Studios,50204,-5650813.0
Fragile Films,50204,-5650813.0
Prescience,50204,-5650813.0
Quickfire Films,50204,-5650813.0
26 Films,12645,-9944911.0
Drafthouse Films,37495,3302314.0
Film4,37495,3302314.0
Warp Films,37495,3302314.0
Wild Bunch Distribution,37495,3302314.0
Almega Projects,46689,-1312284.0
O2 Filmes,46689,-1312284.0
3 Arts Entertainment,47088,-6546921.0
Likely Story,47088,-6546921.0
Tax Credit Finance,47088,-6546921.0
Wild Bunch,47088,-6546921.0
10th Hole Productions,41556,-4376180.0
Benaroya Pictures,41556,-4376180.0
Four of a Kind Productions,41556,-4376180.0
Lions Gate Films,35688,40072596.0
The Tyler Perry Company,35688,40072596.0
Constantin Film Produktion,35791,236221663.0
Davis-Films,35791,236221663.0
Impact Pictures,35791,236221663.0
Circle of Confusion,43552,-8931318.0
Forest Park Pictures,43552,-8931318.0
Herrick Entertainment,43552,-8931318.0
Mandalay Vision,43552,-8931318.0
Plum Pictures,43552,-8931318.0
Blockbuster Movie Entertainers,49679,-5000000.0
Hari Om Entertainment Co.,49679,-5000000.0
PVR Cinemas,49679,-5000000.0
Fast Track Productions,39486,25251371.0
Mayhem Pictures,39486,25251371.0
Walt Disney Pictures,39486,25251371.0
New Zealand Film Commission,39356,40.0
Unison Films,39356,40.0
Whenua Films,39356,40.0
Atman Entertainment,550,37853753.0
Fox 2000 Pictures,550,37853753.0
Linson Films,550,37853753.0
Regency Enterprises,550,37853753.0
Taurus Film,550,37853753.0
Groucho II Film Partnership,603,400517383.0
Silver Pictures,603,400517383.0
Village Roadshow Pictures,603,400517383.0
Warner Bros.,603,400517383.0
DreamWorks SKG,14,341296601.0
Jinks/Cohen Company,14,341296601.0
Lucasfilm,1893,809317558.0
Alphaville Films,564,335885488.0
Universal Pictures,564,335885488.0
Castle Rock Entertainment,497,224600000.0
Darkwoods Productions,497,224600000.0
Warner Bros.,497,224600000.0
Barry Mendel Productions,745,632806292.0
Hollywood Pictures,745,632806292.0
Spyglass Entertainment,745,632806292.0
The Kennedy/Marshall Company,745,632806292.0
Eon Productions,36643,226832400.0
Columbia Pictures,796,65402208.0
Cruel Productions,796,65402208.0
Newmarket Capital Group,796,65402208.0
American Zoetrope,2668,106071502.0
Karol Film Productions,2668,106071502.0
Mandalay Pictures,2668,106071502.0
Paramount Pictures,2668,106071502.0
Tim Burton Productions,2668,106071502.0
Newmarket Capital Group,2105,224483004.0
Summit Entertainment,2105,224483004.0
Universal Pictures,2105,224483004.0
Zide-Perry Productions,2105,224483004.0
Fountainbridge Films,1844,146404396.0
Regency Enterprises,1844,146404396.0
Pixar Animation Studios,863,395015179.0
Walt Disney Pictures,863,395015179.0
Jaret Entertainment,4951,37478166.0
Mad Chance,4951,37478166.0
Touchstone Pictures,4951,37478166.0
Bookshop Productions,509,321889678.0
Notting Hill Pictures,509,321889678.0
Polygram Filmed Entertainment,509,321889678.0
Working Title Films,509,321889678.0
Eric's Boy,817,277940086.0
New Line Cinema,817,277940086.0
Fox Searchlight Pictures,226,9540607.0
Hart-Sharp Entertainment,226,9540607.0
IFC Films,226,9540607.0
Killer Films,226,9540607.0
The Independent Film Channel Productions,226,9540607.0
Forward Pass,9008,-29710088.0
Kaitz Productions,9008,-29710088.0
Mann/Roth Productions,9008,-29710088.0
Spyglass Entertainment,9008,-29710088.0
Touchstone Pictures,9008,-29710088.0
DreamWorks SKG,926,45683916.0
Gran Via Productions,926,45683916.0
Hobby Films,345,97091208.0
Pole Star,345,97091208.0
Stanley Kubrick Productions,345,97091208.0
Warner Bros.,345,97091208.0
Gramercy Pictures,492,9863596.0
Propaganda Films,492,9863596.0
Single Cell Pictures,492,9863596.0
Baltimore Pictures,9535,96885658.0
Spring Creek Productions,9535,96885658.0
Tribeca Productions,9535,96885658.0
Warner Bros.,9535,96885658.0
Columbia Pictures Corporation,10137,167135367.0
Franklin/Waterman Productions,10137,167135367.0
Global Medien KG,10137,167135367.0
Columbia Pictures Corporation,9481,78493655.0
Universal Pictures,9481,78493655.0
Peters Entertainment,8487,52104681.0
Sonnenfeld Josephson Worldwide Entertainment,8487,52104681.0
"Todman, Simon, LeMasters Productions",8487,52104681.0
Warner Bros.,8487,52104681.0
Touchstone Pictures,1911,-98301101.0
Beacon Communications,9946,111989043.0
FilmColony,1715,64545092.0
Miramax,1715,64545092.0
Nina Saxon Film Design,1715,64545092.0
Warner Bros. Animation,10386,-46840695.0
Groucho III Film Partnership,8914,13648228.0
Riche-Ludwig Productions,8914,13648228.0
Village Roadshow Pictures,8914,13648228.0
Warner Bros.,8914,13648228.0
Icon Entertainment International,2112,71626121.0
Paramount Pictures,2112,71626121.0
Interscope Communications,4806,239457509.0
Lakeshore Entertainment,4806,239457509.0
Paramount Pictures,4806,239457509.0
Touchstone Pictures,4806,239457509.0
FilmColony,10314,93166989.0
Miramax Films,10314,93166989.0
Tapestry Films,10314,93166989.0
Paramount Pictures,10398,107841558.0
B.D.S. Productions Inc.,8374,-5969529.0
Brood Syndicate,8374,-5969529.0
Franchise Pictures,8374,-5969529.0
Cubicle Inc.,1542,2827813.0
Twentieth Century Fox Film Corporation,1542,2827813.0
American Zoetrope,1443,4409377.0
1492 Pictures,2277,-6300000.0
Columbia Pictures Corporation,2277,-6300000.0
Laurence Mark Productions,2277,-6300000.0
Radiant Productions,2277,-6300000.0
Touchstone Pictures,2277,-6300000.0
Artisan Entertainment,2667,247975000.0
Haxan Films,2667,247975000.0
Bac Films,622,20401898.0
Kino Vision,622,20401898.0
Orly Films,622,20401898.0
R.P. Productions,622,20401898.0
VÃ­a Digital,622,20401898.0
Azoff Entertainment,10400,23956241.0
Beacon Communications,10400,23956241.0
Universal Pictures,10400,23956241.0
Centropolis Film Productions,1090,2564088.0
Columbia Pictures,1090,2564088.0
Columbia Pictures,9032,200601895.0
Columbia Pictures Corporation,8224,56618699.0
Global Entertainment Productions GmbH & Company Medien KG,8224,56618699.0
Hofflund/Polone,8224,56618699.0
Lions Gate,1832,20652890.0
View Askew Productions,1832,20652890.0
DreamWorks SKG,11618,11188905.0
Roth-Arnold Productions,11618,11188905.0
DreamWorks SKG,1641,18888180.0
Roth-Arnold Productions,1641,18888180.0
Forge,11622,5263020.0
Midnight Sun Pictures,11622,5263020.0
New Line Cinema,11622,5263020.0
Bel Air Entertainment,10207,38880016.0
DiNovi Pictures,10207,38880016.0
Tiger Productions,10207,38880016.0
Krane Entertainment,2275,89705852.0
MFP Munich Film Partners GmbH & Company I. Produktions KG,2275,89705852.0
Neufeld Rehme Productions,2275,89705852.0
Paramount Pictures,2275,89705852.0
FGM Entertainment,10307,21041732.0
Metro-Goldwyn-Mayer (MGM),10307,21041732.0
Artisan Entertainment,11601,9133087.0
Ghoulardi Film Company,334,11451803.0
New Line Cinema,334,11451803.0
The Magnolia Project,334,11451803.0
George Street Pictures,2020,-14088383.0
New Line Cinema,2020,-14088383.0
The Lloyd Segan Company,2020,-14088383.0
BBC Films,9423,-60989310.0
Dark Horse Entertainment,9423,-60989310.0
Mutual Film Company,9423,-60989310.0
Toho-Towa,9423,-60989310.0
Universal Pictures,9423,-60989310.0
Mirage Enterprises,1213,88798265.0
Miramax Films,1213,88798265.0
Paramount Pictures,1213,88798265.0
Timnick Films,1213,88798265.0
Fox 2000 Pictures,9825,29870414.0
Phoenix Pictures,9825,29870414.0
Rocking Chair Productions,9825,29870414.0
New Line Cinema,9781,-29782885.0
Dark Horse Entertainment,9824,-38237989.0
Golar Productions,9824,-38237989.0
Universal Pictures,9824,-38237989.0
Richard Purdum Productions,49948,10874570.0
Walt Disney Feature Animation,49948,10874570.0
Walt Disney Pictures,49948,10874570.0
Walt Disney Television Animation,49948,10874570.0
Columbia Pictures,9430,21951622.0
Bushwood Pictures,11355,59565230.0
Flower Films (II),11355,59565230.0
Fox 2000 Pictures,11355,59565230.0
Never Been Kissed Productions,11355,59565230.0
Atlas Entertainment,6415,33000000.0
Coast Ridge,6415,33000000.0
Village Roadshow Pictures,6415,33000000.0
Village-A.M. Partnership,6415,33000000.0
Warner Bros.,6415,33000000.0
Mutual Film Company,1850,-34565570.0
Adam Fields Productions,17707,-12000000.0
Fox 2000 Pictures,17707,-12000000.0
Twentieth Century Fox Film Corporation,17707,-12000000.0
Two Girls Productions,17707,-12000000.0
Dark Castle Entertainment,11377,21846082.0
Warner Bros.,11377,21846082.0
Irish Dreamtime,913,76305181.0
United Artists,913,76305181.0
Columbia Pictures,12618,10608570.0
Alliance Atlantis Communications,1946,-12143288.0
Natural Nylon Entertainment,1946,-12143288.0
Serendipity Point Films,1946,-12143288.0
The Harold Greenberg Fund,1946,-12143288.0
TÃ©lÃ©film Canada,1946,-12143288.0
Columbia Pictures Corporation,20024,-12172184.0
Columbia Pictures,11001,52758500.0
Red Bank Films,7341,-3237295.0
United Artists,7341,-3237295.0
Bigel / Mailer Films,38809,-4758685.0
Palm Pictures,38809,-4758685.0
Illusion Entertainment Group,9455,-9843800.0
New Line Cinema,9455,-9843800.0
Baumgarten-Prophet Entertainment,10366,-34332107.0
TriStar Pictures,10366,-34332107.0
Morgan Creek Productions,2162,-58736034.0
Warner Bros.,2162,-58736034.0
Imagine Entertainment,6522,-6654971.0
Universal Pictures,6522,-6654971.0
Fox 2000 Pictures,21349,-4346385.0
Twentieth Century Fox Film Corporation,21349,-4346385.0
Mad Chance,2900,-55401412.0
New Line Cinema,2900,-55401412.0
Walt Disney Pictures,9849,-28149899.0
Artisan Entertainment,10388,-6806898.0
Paramount Pictures,10397,-12.0
Universal Pictures,10397,-12.0
Castle Rock Entertainment,12220,8900031.0
Universal Pictures,12220,8900031.0
Amy Robinson Productions,14429,9843379.0
Grand March Productions,14429,9843379.0
Twentieth Century Fox Film Corporation,14429,9843379.0
Columbia Pictures,10208,-7709024.0
"Jim Henson Company, The",10208,-7709024.0
Miramax Films,24137,4535191.0
Pyramide Productions,24137,4535191.0
Happy Madison Productions,10402,48535067.0
Quinta Communications,10402,48535067.0
Touchstone Pictures,10402,48535067.0
Columbia Pictures Corporation,6552,-20847770.0
Licht/Mueller Film Corporation,6552,-20847770.0
Team Todd,6552,-20847770.0
Donners' Company,9563,45230832.0
Ixtlan,9563,45230832.0
Warner Bros.,9563,45230832.0
Columbia Pictures Corporation,30943,-9878900.0
Mandalay Entertainment,30943,-9878900.0
Irish Screen,11129,3400000.0
Suntaur Entertainment Company,22314,7011454.0
Dimension Films,10342,-4053763.0
Interscope Communications,10342,-4053763.0
Konrad Pictures,10342,-4053763.0
Capella International,10490,571408.0
KC Medien AG,10490,571408.0
New Line Cinema,10490,571408.0
40 Acres & A Mule Filmworks,16162,25573780.0
Universal Pictures,16162,25573780.0
20th Century Fox,16172,-1601011.0
New Regency Pictures,16172,-1601011.0
Polar Entertainment Corporation,16172,-1601011.0
Regency Enterprises,16172,-1601011.0
Taurus Film,16172,-1601011.0
Craven-Maddalena Films,26149,-12140606.0
Miramax,26149,-12140606.0
Hollywood Pictures,15198,-19111857.0
Metro-Goldwyn-Mayer (MGM),16379,-36739950.0
MTV Films,16158,19059640.0
Paramount Pictures,15256,852450.0
Cherry Alley Productions,8970,-46000000.0
Paramount Pictures,8970,-46000000.0
Columbia Pictures,10047,6976317.0
Gaumont,10047,6976317.0
CTV International,5470,-18468749.0
Touchstone Pictures,20761,-15565854.0
Marked Entertainment,24066,243649.0
Miramax Films,24066,243649.0
Good Machine,22267,-37364904.0
Universal Pictures,22267,-37364904.0
Crossroads Films,18892,76820.0
Kramer-Tornell Productions,18892,76820.0
TriStar Pictures,18892,76820.0
Columbia Pictures,16406,14500000.0
NEST Family Entertainment,47288,-13000000.0
Rankin/Bass Productions,47288,-13000000.0
Rich Animation Studios,47288,-13000000.0
Warner Bros.,47288,-13000000.0
Warner Bros. Animation,47288,-13000000.0
Eagle Beach Productions,14578,292175.0
Miramax Films,14578,292175.0
Fine Line Features,1812,1599595.0
Crystal Sky Worldwide,22345,24450736.0
TriStar Pictures,22345,24450736.0
Triumph,22345,24450736.0
Assassin Films,10557,24400000.0
BBC,10557,24400000.0
Film4,10557,24400000.0
Alcon Entertainment,39964,99.0
Dinamo Entertainment,39964,99.0
Cattleya,10368,9001563.0
Cineritmo,10368,9001563.0
Film and General Productions,10368,9001563.0
Medusa Produzione,10368,9001563.0
New Line Cinema,120,778368364.0
The Saul Zaentz Company,120,778368364.0
WingNut Films,120,778368364.0
1492 Pictures,671,851475550.0
Heyday Films,671,851475550.0
Warner Bros.,671,851475550.0
Asymmetrical Productions,1018,5117339.0
Babbo Inc.,1018,5117339.0
Canal+,1018,5117339.0
Les Films Alain Sarde,1018,5117339.0
The Picture Factory,1018,5117339.0
Adam Fields Productions,141,-4729478.0
Flower Films,141,-4729478.0
Pandora Cinema,141,-4729478.0
Pixar Animation Studios,585,447816256.0
Walt Disney Pictures,585,447816256.0
Amblin Entertainment,644,135926552.0
DreamWorks SKG,644,135926552.0
Stanley Kubrick Productions,644,135926552.0
Warner Bros.,644,135926552.0
DreamWorks Animation,808,424409218.0
DreamWorks SKG,808,424409218.0
Pacific Data Images (PDI),808,424409218.0
Little Bird,634,256929795.0
Miramax Films,634,256929795.0
Studio Canal,634,256929795.0
Universal Pictures,634,256929795.0
Working Title Films,634,256929795.0
Jerry Weintraub Productions,161,365717150.0
NPV Entertainment,161,365717150.0
Section Eight,161,365717150.0
Village Roadshow Pictures,161,365717150.0
Warner Bros.,161,365717150.0
Jerry Bruckheimer Films,676,309220945.0
Touchstone Pictures,676,309220945.0
Alphaville Films,1734,335013274.0
Imhotep Productions,1734,335013274.0
Universal Pictures,1734,335013274.0
Walt Disney Feature Animation,10865,66053725.0
Walt Disney Pictures,10865,66053725.0
